iter	MAE
337	31.76223769
338	31.76064467
339	31.75874364
340	31.75511263
341	31.75403427
342	31.75064857
343	31.74903663
344	31.74488376
345	31.74225078
346	31.73982037
347	31.73685623
348	31.73416305
349	31.7306891
350	31.72817005
351	31.72682563
352	31.72633505
353	31.72432582
354	31.72170147
355	31.72038676
356	31.71930984
357	31.71696423
358	31.71585866
359	31.71402447
360	31.7130201
361	31.70981818
362	31.70824333
363	31.70422576
364	31.70188251
365	31.6990038
366	31.69813602
367	31.69391636
368	31.6918778
369	31.69043914
370	31.68765148
371	31.68557628
372	31.68403211
373	31.68363967
374	31.68225661
375	31.68037122
376	31.67983588
377	31.67900193
378	31.67771678
379	31.67286277
380	31.67168025
381	31.6699133
382	31.66676036
383	31.66622331
384	31.66415478
385	31.66248928
386	31.66196387
387	31.66068346
388	31.65815037
389	31.65658046
390	31.65507535
391	31.65339323
392	31.65301548
393	31.65214184
394	31.65124566
395	31.65015835
396	31.6490713
397	31.64671503
398	31.64533679
399	31.64457867
400	31.64208086
401	31.63771377
402	31.63386502
403	31.63194077
404	31.62797085
405	31.62654796
406	31.62495661
407	31.62433542
408	31.62303878
409	31.62262821
410	31.62218112
411	31.61876742
412	31.61418526
413	31.61267048
414	31.6108497
415	31.6101888
416	31.60962119
417	31.60642549
418	31.6020139
419	31.60117002
420	31.60018464
421	31.59911215
422	31.59805706
423	31.5958287
424	31.59405928
425	31.59288805
426	31.59127294
427	31.58971201
428	31.58802014
429	31.58468975
430	31.58310338
431	31.58255514
432	31.57959106
433	31.57776094
434	31.57524967
435	31.57445908
436	31.57329822
437	31.57198305
438	31.56999036
439	31.56807428
440	31.56628717
441	31.56417301
442	31.56337418
443	31.56223208
444	31.5610665
445	31.56034411
446	31.55919701
447	31.55459357
448	31.55358883
449	31.55170049
450	31.54957889
451	31.54864651
452	31.54630425
453	31.54526955
454	31.54465989
455	31.54299569
456	31.54121184
457	31.53980595
458	31.53909189
459	31.53786813
460	31.53749524
461	31.53583918
462	31.53575297
463	31.53389665
464	31.53331918
465	31.53295134
466	31.53134379
467	31.53027405
468	31.528596
469	31.527788
470	31.52630191
471	31.52524452
472	31.52371282
473	31.51997542
474	31.51793214
475	31.51717701
476	31.5147628
477	31.51319265
478	31.51244618
479	31.50733147
480	31.50666065
481	31.50457213
482	31.50210413
483	31.49984295
484	31.49872726
485	31.49822698
486	31.49606274
487	31.49389799
488	31.49289187
489	31.49103392
490	31.48873991
491	31.48494452
492	31.48257703
493	31.48062132
494	31.47869341
495	31.47711146
496	31.47516167
497	31.47387415
498	31.47304844
499	31.47238957
500	31.47070444
501	31.46880831
502	31.46693959
503	31.4665444
504	31.46581117
505	31.46350605
506	31.46314301
507	31.46140724
508	31.46086505
509	31.45598851
510	31.45511324
511	31.45395589
512	31.45234597
513	31.45027331
514	31.44812463
515	31.44433416
516	31.43989557
517	31.43905661
518	31.43657201
519	31.43606387
520	31.43487582
521	31.43367071
522	31.43203638
523	31.43047036
524	31.42910897
525	31.4285807
526	31.4279286
527	31.42717237
528	31.42647178
529	31.4252015
530	31.42432081
531	31.42357008
532	31.42270775
533	31.42058588
534	31.41737256
535	31.41581319
536	31.41540815
537	31.41435613
538	31.41288353
539	31.4118375
540	31.41147352
541	31.40988659
542	31.40884555
543	31.40735448
544	31.40553418
545	31.40493155
546	31.4036539
547	31.40318528
548	31.40143569
549	31.40052519
550	31.39865458
551	31.39777765
552	31.39545148
553	31.39496032
554	31.3935999
555	31.39257563
556	31.39163258
557	31.3911241
558	31.39033685
559	31.38969833
560	31.38869741
561	31.38511253
562	31.38290387
563	31.38181084
564	31.37509309
565	31.37274258
566	31.37171132
567	31.37079502
568	31.36999293
569	31.36936232
570	31.36707958
571	31.36605516
572	31.36531329
573	31.36444457
574	31.36370551
575	31.36323941
576	31.36192701
577	31.36061437
578	31.35974519
579	31.35798299
580	31.35680396
581	31.35617107
582	31.35511627
583	31.35333611
584	31.3525201
585	31.35175277
586	31.35069078
587	31.34986967
588	31.34640919
589	31.34562544
590	31.34387265
591	31.34112005
592	31.33920292
593	31.33700516
594	31.33403911
595	31.33177905
596	31.33016729
597	31.32903357
598	31.32604021
599	31.32520044
600	31.32434744
601	31.3232323
602	31.32260714
603	31.32089494
604	31.32004932
605	31.31926091
606	31.31851476
607	31.31747225
608	31.31566788
609	31.3138996
610	31.31186311
611	31.31029339
612	31.30988195
613	31.30862163
614	31.3081472
615	31.3070877
616	31.30629673
617	31.30513769
618	31.30259686
619	31.30220855
620	31.30012235
621	31.29916497
622	31.29804765
623	31.29684242
624	31.29652506
625	31.29567102
626	31.29434992
627	31.29223726
628	31.2914585
629	31.2896036
630	31.28763068
631	31.28561186
632	31.28400911
633	31.28289705
634	31.28109943
635	31.27946378
636	31.27825295
637	31.2779773
638	31.27672716
639	31.27568535
640	31.27523807
641	31.27360389
642	31.27178493
643	31.26917467
644	31.26885738
645	31.26794988
646	31.26648031
647	31.26590699
648	31.26545077
649	31.26480654
650	31.2628709
651	31.26257674
652	31.26152155
653	31.26064311
654	31.25889966
655	31.25791277
656	31.25522875
657	31.25401632
658	31.25153481
659	31.2497528
660	31.24831418
661	31.24689054
662	31.24591513
663	31.24522431
664	31.24480105
665	31.24342526
666	31.24222688
667	31.24139998
668	31.23918467
669	31.23858048
670	31.23558364
671	31.23446382
672	31.23217001
673	31.23075451
674	31.23002809
675	31.22925494
676	31.22821042
677	31.22532126
678	31.22460682
679	31.22264024
680	31.22132768
681	31.21966789
682	31.21558923
683	31.21446461
684	31.21363998
685	31.21210688
686	31.2112251
687	31.21008176
688	31.20968095
689	31.20861407
690	31.20648199
691	31.20439967
692	31.20360855
693	31.2012466
694	31.2003043
695	31.19846132
696	31.1964122
697	31.19529321
698	31.19395408
699	31.19317179
700	31.19126067
701	31.18884724
702	31.18762754
703	31.18687867
704	31.18598971
705	31.18536049
706	31.18412556
707	31.18258775
708	31.18172217
709	31.18055236
710	31.18012411
711	31.17964304
712	31.17769385
713	31.176751
714	31.17526427
715	31.17377811
716	31.17326174
717	31.17226853
718	31.17117988
719	31.17060137
720	31.16964976
721	31.16751673
722	31.16651637
723	31.16489783
724	31.16475793
725	31.16208703
726	31.16119966
727	31.16064941
728	31.16036719
729	31.15841459
730	31.15822345
731	31.15763675
732	31.15582532
733	31.15526189
734	31.15434466
735	31.15334826
736	31.15269349
737	31.14975985
738	31.14865755
739	31.1462646
740	31.14455812
741	31.14436577
742	31.14278051
743	31.14196668
744	31.14115014
745	31.13735812
746	31.13614272
747	31.13490243
748	31.13438408
749	31.13338557
750	31.13126128
751	31.1308533
752	31.12940053
753	31.1284944
754	31.12796692
755	31.12676884
756	31.12604776
757	31.12382359
758	31.1225208
759	31.12171167
760	31.12104347
761	31.11791079
762	31.11599072
763	31.11539052
764	31.11441582
765	31.11323119
766	31.11204063
767	31.11061591
768	31.11027187
769	31.10886512
770	31.10786842
771	31.10663005
772	31.10565128
773	31.10391068
774	31.1030376
775	31.102082
776	31.10093625
777	31.09668698
778	31.09579951
779	31.09486236
780	31.09278326
781	31.09160789
782	31.08989341
783	31.08907847
784	31.08671349
785	31.0860093
786	31.0847184
787	31.08375265
788	31.08277555
789	31.08109173
790	31.07984312
791	31.07969786
792	31.07726182
793	31.07597635
794	31.07547678
795	31.07377026
796	31.07227187
797	31.0713086
798	31.07063847
799	31.06974145
800	31.06889629
801	31.0674829
802	31.06591636
803	31.06520126
804	31.06415156
805	31.06236331
806	31.06122339
807	31.06028382
808	31.05922685
809	31.05906752
810	31.05831334
811	31.05587341
812	31.05535808
813	31.05459221
814	31.05410429
815	31.05154187
816	31.05017493
817	31.04986824
818	31.04893744
819	31.04784998
820	31.04724612
821	31.04680827
822	31.04604801
823	31.04559763
824	31.04501228
825	31.04437485
826	31.04346832
827	31.04275141
828	31.04211788
829	31.04150234
830	31.04014357
831	31.03965276
832	31.03887473
833	31.03813596
834	31.03739299
835	31.0371234
836	31.03630917
837	31.03595794
838	31.03538064
839	31.03492924
840	31.03418636
841	31.03158622
842	31.03111364
843	31.02974049
844	31.02831585
845	31.02700702
846	31.02570791
847	31.0246612
848	31.02364178
849	31.02327502
850	31.02243878
851	31.02000531
852	31.01904142
853	31.01689048
854	31.01631248
855	31.01533506
856	31.01449085
857	31.0130374
858	31.01202339
859	31.01077981
860	31.01006283
861	31.00984502
862	31.00859488
863	31.00711147
864	31.0065433
865	31.00526503
866	31.00431224
867	31.00349778
868	31.0027124
869	31.00229983
870	31.00080909
871	31.00029202
872	30.99962155
873	30.99876748
874	30.99781838
875	30.9969631
876	30.99480945
877	30.99449477
878	30.99284649
879	30.99216342
880	30.99086953
881	30.98951276
882	30.98895983
883	30.98799636
884	30.98541102
885	30.98464831
886	30.98386549
887	30.98234022
888	30.98143347
889	30.98082785
890	30.97832498
891	30.97643665
892	30.97611513
893	30.97584119
894	30.97547712
895	30.97319621
896	30.97300966
897	30.97258296
898	30.9717194
899	30.97124222
900	30.97062314
901	30.97049492
902	30.97006156
903	30.96930687
904	30.96803158
905	30.96779046
906	30.96699754
907	30.96525195
908	30.9644269
909	30.9638197
910	30.96307788
911	30.96046006
912	30.95947479
913	30.95867363
914	30.9556244
915	30.95515522
916	30.95449306
917	30.95288283
918	30.95202161
919	30.95151698
920	30.94978826
921	30.94962444
922	30.94824688
923	30.94776296
924	30.94745637
925	30.94646075
926	30.94515438
927	30.94475555
928	30.94329335
929	30.9430354
930	30.94247567
931	30.94163745
932	30.94020938
933	30.93919182
934	30.93865417
935	30.93826207
936	30.93777314
937	30.93652417
938	30.9358759
939	30.93361642
940	30.93193077
941	30.9305723
942	30.92945256
943	30.9281495
944	30.92740693
945	30.9267403
946	30.92631352
947	30.92591258
948	30.92500089
949	30.92468951
950	30.92369967
951	30.92203869
952	30.92165291
953	30.92005668
954	30.91964926
955	30.9194218
956	30.91921354
957	30.91839609
958	30.91808106
959	30.91730213
960	30.91656361
961	30.91602047
962	30.91525796
963	30.91398876
964	30.91353505
965	30.91321422
966	30.90909092
967	30.90735092
968	30.90647483
969	30.90642152
970	30.90571624
971	30.90527257
972	30.90508221
973	30.90463802
974	30.90407059
975	30.90363352
976	30.9026945
977	30.90260914
978	30.90154781
979	30.89895741
980	30.89773951
981	30.89700847
982	30.89570646
983	30.89535043
984	30.89353556
985	30.89259158
986	30.8920743
987	30.89149593
988	30.8905595
989	30.88934992
990	30.8877797
991	30.8872403
992	30.88629884
993	30.88613426
994	30.88568494
995	30.88434945
996	30.88323634
997	30.88292567
998	30.88270077
999	30.88223571
